评论用户,评论概述,评论链接,星级评分,评论地点,评论时间,类型,是否购买,评论详情,觉得该评论有帮助的人数
Haylie,great maternity scrubs,https://www.amazon.com/gp/customer-reviews/R1BFIW40340ZDO/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B078J7MPKT,"4.0 "," the United States "," December 18, 2024",,Verified Purchase,"Really loved these a lot! The pants are a little tight on your belly, and the material doesn’t have a lot of flexibility it’s very taught but it’s good quality! The long is VERY LONG. I’m 5’7” and they were a couple inches too long so keep that in mind, but they were nice! Super cute color",
fletcher16261991,Not for short people,https://www.amazon.com/gp/customer-reviews/R3CA818K3YJYOX/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B078J7MPKT,"4.0 "," the United States "," November 19, 2024",,Verified Purchase,"So i ordered my size based on the chart, these have a lot of give to them, and i wish i would have honestly ordered a size down [i would send them back but i need them immediatelyfor work]. Im only in my second trimester so i will keep them as i know im not done growing. I ordered a 3xl and they fit ok in the hips are slightly baggy in the buttocks area, but are entirely too long for someone my height [5'2""] and are definitely more for someone of an average height or slightly taller than average. Overall they are comfortable, breathable, soft,  however I will need to have them altered by about an good inch or two.",
Msgemini,They run big,https://www.amazon.com/gp/customer-reviews/R3GC98NOHC5LTS/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B078J7MPKT,"4.0 "," the United States "," September 11, 2024",,Verified Purchase,I bought my 2x and they was too big so size down otherwise I loved the scrubs,
Alina,Fits comfortably,https://www.amazon.com/gp/customer-reviews/R2EC96ZPIMNPAN/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B078J7MPKT,"5.0 "," the United States "," September 4, 2024",,Verified Purchase,Pants were so comfortable. Worth the money,
Annie Shuler,Too small,https://www.amazon.com/gp/customer-reviews/R3HUXRWXA1JUAV/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B078J7MPKT,"2.0 "," the United States "," August 9, 2024",,Verified Purchase,Not true to size at all. Not even close. Too small in the thigh.,
Canan Cermen,Comfartable,https://www.amazon.com/gp/customer-reviews/R10RBWAB60BL32/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B078J7MPKT,"5.0 "," the United States "," August 2, 2024",,Verified Purchase,I bought this scrubs at the beginning of my pregnancy and used it whole 40 weeks lol I also had mandala one but this is my favourite bc ıt strechy around the belly so I was pretty comfartable. It started to get little tight towards the end but so normal bc it was xs size lol I am 5’5. I did not want to buy another one for few weeks and just used it whole 40 weeks 3 times a week! It is difficult to find that color so I was lucky and recommend this product. I hope this review helps to new moms like me!,2
Ishamar12,Quality,https://www.amazon.com/gp/customer-reviews/R2ZAR67VSI92PS/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B078J7MPKT,"5.0 "," the United States "," August 1, 2024",,Verified Purchase,Nice quality,
Beatriz,Super comfy!,https://www.amazon.com/gp/customer-reviews/R2LTARPTD8H8JJ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B078J7MPKT,"5.0 "," the United States "," June 11, 2024",,Verified Purchase,"These are basically like my regular work scrubs just maternity. I’m 240lbs at 8 months pregnant and there’s def still room to grow. I probably could’ve sized down but overall these are great, they are a bit long but I did order the tall and I’m 5’5. I recommend these to anyone! I would buy another pair",
Anna Kusters,Affordable and Quality,https://www.amazon.com/gp/customer-reviews/RTOPS9M1JWDCD/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B078J7MPKT,"5.0 "," the United States "," June 9, 2024",,Verified Purchase,I am tall and these fit great. I normally love figs but opted for these during my pregnancy to save money. I would recommend this to anyone. I did size down in the tall size for reference (small) and did a medium around 30ish weeks.,2
Kim Ohlsson,Sizing was way off,https://www.amazon.com/gp/customer-reviews/R63S1YORE570N/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B078J7MPKT,"1.0 "," the United States "," May 31, 2024",,Verified Purchase,Fit like a garbage bag,
Traci,Great,https://www.amazon.com/gp/customer-reviews/R2SHEU3Y4DTYRC/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B078J7MPKT,"5.0 "," the United States "," May 29, 2024",,Verified Purchase,I sized up when I should not of but they are comfy. Fits good. I do wish they have pockets for my hands but that's ok.,
Stefany S.,Comfortable,https://www.amazon.com/gp/customer-reviews/R13VIXCTEZGIV5/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B078J7MPKT,"4.0 "," the United States "," May 26, 2024",,Verified Purchase,"I am about 6 months along and these fit nicely. I do recommend getting the petite if you are short. I am 5’2” but they didn’t have the petite so I cut the bottoms, recommended hemming. They are baggy and no issues with the tummy elastic. You only have the side pockets as well, no waist pockets.",
Billy R,"Has pockets, comfy but kinda baggy",https://www.amazon.com/gp/customer-reviews/RMSF24U2CRLK8/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B078J7MPKT,"5.0 "," the United States "," May 8, 2024",,Verified Purchase,"Pre-pregnancy I'm a regular medium and these worked for me after 20 wks. I like that it has extra pockets compared to other brands, but they are kinda baggy which sucks because I don't like jogger styles which seems to be most available. Very comfortable at work now that I've given up wearing my regular scrubs.",
